edibility,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_color,ring_number,ring_type,spore_print_color,population,habitat
edible,flat,fibrous,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,brown,solitary,wood
edible,flat,smooth,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,brown,several,wood
edible,convex,fibrous,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,black,several,wood
edible,convex,smooth,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,black,solitary,wood
edible,flat,fibrous,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,several,wood
edible,convex,smooth,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,black,several,wood
edible,flat,fibrous,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,black,solitary,wood
edible,convex,smooth,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,brown,solitary,wood
edible,convex,smooth,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,brown,solitary,wood
edible,convex,fibrous,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,brown,several,wood
edible,convex,fibrous,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,brown,several,wood
edible,flat,fibrous,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,brown,several,wood
edible,convex,fibrous,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,brown,solitary,wood
edible,convex,smooth,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,brown,solitary,wood
edible,convex,smooth,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,brown,several,wood
edible,convex,smooth,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,black,solitary,wood
edible,convex,fibrous,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,brown,several,wood
edible,flat,fibrous,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
edible,convex,smooth,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,brown,solitary,wood
edible,convex,smooth,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,black,several,wood
edible,convex,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,purple,purple,white,one,evanescent,brown,scattered,grasses
edible,flat,smooth,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,brown,solitary,wood
edible,flat,scaly,gray,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,purple,purple,white,one,evanescent,brown,scattered,grasses
edible,flat,fibrous,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,brown,solitary,wood
edible,convex,smooth,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,solitary,wood
poisonous,flat,smooth,white,yes,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,urban
edible,convex,smooth,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,black,several,wood
edible,flat,fibrous,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,solitary,wood
edible,convex,fibrous,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,brown,solitary,wood
edible,convex,fibrous,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,several,wood
edible,flat,fibrous,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,black,several,wood
edible,convex,smooth,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,brown,solitary,wood
edible,convex,smooth,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,black,solitary,wood
edible,convex,smooth,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,brown,several,wood
edible,convex,smooth,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,solitary,wood
edible,flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,black,solitary,wood
edible,convex,smooth,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,black,solitary,wood
edible,convex,smooth,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,black,solitary,wood
edible,convex,fibrous,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,black,several,wood
edible,flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,solitary,wood
edible,convex,fibrous,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,several,wood
edible,flat,scaly,white,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,purple,purple,white,one,evanescent,brown,abundant,grasses
edible,convex,smooth,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,black,several,wood
edible,convex,fibrous,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,solitary,wood
edible,convex,fibrous,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,black,solitary,wood
edible,convex,fibrous,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,brown,solitary,wood
edible,flat,fibrous,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,black,solitary,wood
edible,convex,fibrous,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,brown,several,wood
edible,convex,smooth,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,brown,solitary,wood
poisonous,flat,scaly,white,yes,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,brown,several,urban
edible,convex,fibrous,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,several,wood
edible,flat,scaly,white,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,purple,purple,white,one,evanescent,black,scattered,grasses
edible,convex,scaly,gray,no,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,purple,purple,white,one,evanescent,brown,scattered,grasses
edible,convex,fibrous,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,several,wood
edible,flat,fibrous,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,solitary,wood
edible,convex,fibrous,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,several,wood
edible,convex,smooth,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,several,wood
edible,flat,fibrous,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,black,solitary,wood
edible,convex,fibrous,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,brown,several,wood
poisonous,convex,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,wood
edible,convex,smooth,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,solitary,wood
edible,convex,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,purple,purple,white,one,evanescent,black,abundant,grasses
poisonous,convex,scaly,white,yes,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,brown,several,grasses
edible,convex,smooth,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,brown,solitary,wood
edible,flat,fibrous,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
edible,convex,fibrous,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,black,solitary,wood
edible,convex,smooth,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,black,several,wood
edible,convex,smooth,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,black,several,wood
edible,flat,fibrous,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,brown,several,wood
edible,flat,fibrous,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,black,solitary,wood
edible,convex,fibrous,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,black,several,wood
edible,flat,fibrous,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,brown,solitary,wood
edible,convex,smooth,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,brown,solitary,wood
edible,convex,fibrous,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,solitary,wood
poisonous,convex,scaly,white,yes,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,black,several,grasses
edible,flat,fibrous,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,several,wood
edible,convex,fibrous,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,black,several,wood
edible,flat,smooth,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,black,several,wood
edible,flat,smooth,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,black,several,wood
edible,convex,smooth,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
edible,convex,smooth,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,brown,solitary,wood
edible,convex,fibrous,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,solitary,wood
edible,convex,smooth,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,black,solitary,wood
edible,flat,fibrous,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,brown,solitary,wood
edible,convex,fibrous,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,several,wood
edible,flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,purple,green,white,one,pendant,brown,several,wood
edible,convex,smooth,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,brown,several,wood
edible,convex,smooth,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,black,several,wood
edible,convex,fibrous,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,brown,several,wood
edible,convex,smooth,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,black,solitary,wood
edible,flat,fibrous,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,brown,several,wood
edible,convex,smooth,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,black,solitary,wood
edible,convex,smooth,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,solitary,wood
edible,flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,several,wood
edible,convex,fibrous,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,brown,solitary,wood
edible,convex,fibrous,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,brown,several,wood
edible,convex,smooth,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,black,solitary,wood
edible,flat,fibrous,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,brown,solitary,wood
edible,convex,fibrous,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,solitary,wood
edible,flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,brown,several,wood
poisonous,convex,scaly,pink,no,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,purple,purple,white,one,pendant,black,several,wood
edible,convex,fibrous,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,brown,solitary,wood
edible,flat,fibrous,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,solitary,wood
edible,convex,fibrous,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,black,solitary,wood
edible,flat,fibrous,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,brown,several,wood
edible,convex,smooth,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,black,solitary,wood
edible,convex,fibrous,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,brown,solitary,wood
edible,convex,fibrous,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,green,purple,white,one,pendant,brown,solitary,wood
edible,convex,fibrous,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,black,several,wood
edible,convex,fibrous,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,brown,solitary,wood
edible,flat,fibrous,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,brown,solitary,wood
edible,convex,fibrous,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,gray,white,one,pendant,brown,several,wood
edible,flat,smooth,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,green,gray,white,one,pendant,black,solitary,wood
edible,flat,smooth,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,purple,white,one,pendant,black,several,wood
edible,convex,smooth,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,solitary,wood
edible,convex,smooth,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,green,green,white,one,pendant,black,solitary,wood
